employee_id,work_date,hours_worked,timesheet_status
94,2024-03-06,7.6,submitted
94,2024-03-07,7.6,submitted
94,2024-03-08,7.6,submitted
94,2024-03-09,7.6,submitted
94,2024-03-10,7.6,submitted
95,2024-03-01,7.6,submitted
95,2024-03-02,7.6,submitted
95,2024-03-03,7.6,submitted
95,2024-03-04,7.6,submitted
95,2024-03-05,7.6,submitted
95,2024-03-06,7.6,submitted
95,2024-03-07,7.6,submitted
95,2024-03-08,7.6,submitted
95,2024-03-09,7.6,submitted
95,2024-03-10,7.6,submitted
96,2024-03-01,7.6,submitted
96,2024-03-02,7.6,submitted
96,2024-03-03,7.6,submitted
96,2024-03-04,7.6,submitted
96,2024-03-05,7.6,submitted
96,2024-03-06,7.6,submitted
96,2024-03-07,7.6,submitted
96,2024-03-08,7.6,submitted
96,2024-03-09,7.6,submitted
96,2024-03-10,7.6,submitted
97,2024-03-01,7.6,submitted
97,2024-03-02,7.6,submitted
97,2024-03-03,7.6,submitted
97,2024-03-04,7.6,submitted
97,2024-03-05,7.6,submitted
97,2024-03-06,7.6,submitted
97,2024-03-07,7.6,submitted
97,2024-03-08,7.6,submitted
97,2024-03-09,7.6,submitted
97,2024-03-10,7.6,submitted
98,2024-03-01,7.6,submitted
98,2024-03-02,7.6,submitted
98,2024-03-03,7.6,submitted
98,2024-03-04,7.6,submitted
98,2024-03-05,7.6,submitted
98,2024-03-06,7.6,submitted
98,2024-03-07,7.6,submitted
98,2024-03-08,7.6,submitted
98,2024-03-09,7.6,submitted
98,2024-03-10,7.6,submitted
100,2024-03-01,7.6,submitted
100,2024-03-02,7.6,submitted
100,2024-03-03,7.6,submitted
100,2024-03-04,7.6,submitted
100,2024-03-05,7.6,submitted
100,2024-03-06,7.6,submitted
100,2024-03-07,7.6,submitted
100,2024-03-08,7.6,submitted
100,2024-03-09,7.6,submitted
100,2024-03-10,7.6,submitted
101,2024-03-01,7.6,submitted
101,2024-03-02,7.6,submitted
101,2024-03-03,7.6,submitted
101,2024-03-04,7.6,submitted
101,2024-03-05,7.6,submitted
101,2024-03-06,7.6,submitted
101,2024-03-07,7.6,submitted
101,2024-03-08,7.6,submitted
101,2024-03-09,7.6,submitted
101,2024-03-10,7.6,submitted
102,2024-03-01,7.6,submitted
102,2024-03-02,7.6,submitted
102,2024-03-03,7.6,submitted
102,2024-03-04,7.6,submitted
102,2024-03-05,7.6,submitted
102,2024-03-06,7.6,submitted
102,2024-03-07,7.6,submitted
102,2024-03-08,7.6,submitted
102,2024-03-09,7.6,submitted
102,2024-03-10,7.6,submitted
103,2024-03-01,7.6,submitted
103,2024-03-02,7.6,submitted
103,2024-03-03,7.6,submitted
103,2024-03-04,7.6,submitted
103,2024-03-05,7.6,submitted
103,2024-03-06,7.6,submitted
103,2024-03-07,7.6,submitted
103,2024-03-08,7.6,submitted
103,2024-03-09,7.6,submitted
103,2024-03-10,7.6,submitted
104,2024-03-01,7.6,submitted
104,2024-03-02,7.6,submitted
104,2024-03-03,7.6,submitted
104,2024-03-04,7.6,submitted
104,2024-03-05,7.6,submitted
104,2024-03-06,7.6,submitted
104,2024-03-07,7.6,submitted
104,2024-03-08,7.6,submitted
104,2024-03-09,7.6,submitted
104,2024-03-10,7.6,submitted
105,2024-03-01,7.6,submitted
105,2024-03-02,7.6,submitted
105,2024-03-03,7.6,submitted
105,2024-03-04,7.6,submitted
105,2024-03-05,7.6,submitted
105,2024-03-06,7.6,submitted
105,2024-03-07,7.6,submitted
105,2024-03-08,7.6,submitted
105,2024-03-09,7.6,submitted
105,2024-03-10,7.6,submitted
